date,value
6-24-2021,"422,500"
6-24-2021,"520,000"
6-24-2021,"420,000"
6-24-2021,"360,000"
6-24-2021,"735,000"
7-23-2021,"722,500"
7-23-2021,"630,000"
7-23-2021,"585,000"
7-23-2021,"467,500"
7-23-2021,"540,000"
7-23-2021,"630,000"
8-24-2021,"720,000"
8-24-2021,"620,000"
8-24-2021,"455,000"
8-24-2021,"297,500"
8-24-2021,"297,500"
8-24-2021,"187,500"
9-25-2021,"225,000"
9-25-2021,"247,500"
9-25-2021,"125,000"
9-25-2021,"100,000"
9-25-2021,"135,000"
9-25-2021,"112,500"
10-24-2021,"140,000"
10-24-2021,"288,750"
10-24-2021,"175,000"
10-24-2021,"146,250"
10-24-2021,"165,000"
10-24-2021,"210,000"
11-24-2021,"258,750"
11-24-2021,"325,000"
11-24-2021,"213,750"
11-24-2021,"247,500"
11-24-2021,"318,750"
11-24-2021,"440,000"
12-23-2021,"487,500"
12-23-2021,"562,500"
12-23-2021,"385,000"
12-23-2021,"385,000"
12-23-2021,"380,000"
12-23-2021,"488,750"
1-19-2021,"262,500"
1-19-2021,"192,500"
1-19-2021,"137,500"
1-19-2021,"120,000"
1-19-2021,"202,500"
1-19-2021,"192,500"
2-17-2021,"280,000"
2-17-2021,"157,500"
2-17-2021,"125,000"
2-17-2021,"112,500"
2-17-2021,"202,500"
2-17-2021,"192,500"
3-15-2021,"269,500"
3-15-2021,"157,500"
3-15-2021,"118,750"
3-15-2021,"97,500"
3-15-2021,"168,750"
3-15-2021,"166,250"
4-16-2021,"253,750"
4-16-2021,"170,000"
4-16-2021,"135,000"
4-16-2021,"131,250"
4-16-2021,"200,000"
4-16-2021,"210,000"
5-15-2021,"397,500"
5-15-2021,"250,000"
5-15-2021,"213,750"
5-15-2021,"202,500"
5-15-2021,"261,250"
5-15-2021,"345,000"
6-17-2021,"453,750"
6-17-2021,"287,500"
6-17-2021,"247,500"
6-17-2021,"236,250"
6-17-2021,"315,000"
6-17-2021,"438,750"
7-15-2021,"540,000"
7-15-2021,"357,500"
7-15-2021,"287,500"
7-15-2021,"262,500"
7-15-2021,"330,000"
7-15-2021,"471,250"
8-16-2021,"525,000"
8-16-2021,"357,500"
8-16-2021,"258,750"
8-16-2021,"183,750"
8-16-2021,"225,000"
8-16-2021,"337,500"
9-15-2021,"360,000"
9-15-2021,"240,000"
9-15-2021,"175,000"
9-15-2021,"166,250"
9-15-2021,"213,750"
9-15-2021,"287,500"
10-17-2021,"375,000"
10-17-2021,"230,000"
10-17-2021,"170,000"
10-17-2021,"160,000"
10-17-2021,"200,000"
10-17-2021,"288,750"
11-16-2021,"337,500"
11-16-2021,"225,000"
11-16-2021,"200,250"
11-16-2021,"213,750"
11-16-2021,"270,000"
11-16-2021,"406,250"
12-15-2021,"510,000"
12-15-2021,"325,000"
12-15-2021,"300,000"
12-15-2021,"275,000"
12-15-2021,"330,000"
12-15-2021,"422,500"
1-18-2021,"187,500"
1-18-2021,"127,500"
1-18-2021,"85,000"
1-18-2021,"68,750"
1-18-2021,"130,000"
1-18-2021,"127,500"
2-18-2021,"202,500"
2-18-2021,"97,500"
2-18-2021,"75,000"
2-18-2021,"62,500"
2-18-2021,"130,000"
2-18-2021,"120,000"
3-17-2021,"217,000"
3-17-2021,"105,000"
3-17-2021,"87,500"
3-17-2021,"60,000"
3-17-2021,"112,500"
3-17-2021,"122,500"
4-18-2021,"201,250"
4-18-2021,"82,500"
4-18-2021,"55,000"
4-18-2021,"50,000"
4-18-2021,"90,000"
4-18-2021,"105,000"
5-19-2021,"248,000"
5-19-2021,"113,750"
5-19-2021,"90,000"
5-19-2021,"67,500"
5-19-2021,"112,500"
5-19-2021,"175,000"
6-18-2021,"210,000"
6-18-2021,"105,000"
6-18-2021,"93,750"
6-18-2021,"87,500"
6-18-2021,"140,000"
6-18-2021,"236,250"
7-17-2021,"300,000"
7-17-2021,"175,000"
7-17-2021,"127,500"
7-17-2021,"112,500"
7-17-2021,"150,000"
7-17-2021,"247,500"
8-18-2021,"280,000"
8-18-2021,"190,000"
8-18-2021,"140,000"
8-18-2021,"81,250"
8-18-2021,"105,000"
8-18-2021,"190,000"
9-19-2021,"210,000"
9-19-2021,"120,000"
9-19-2021,"45,000"
9-19-2021,"41,250"
9-19-2021,"68,750"
9-19-2021,"105,000"
10-18-2021,"183,750"
10-18-2021,"87,500"
10-18-2021,"62,500"
10-18-2021,"56,250"
10-18-2021,"78,750"
10-18-2021,"140,000"
11-18-2021,"175,000"
11-18-2021,"87,500"
11-18-2021,"73,750"
11-18-2021,"81,250"
11-18-2021,"135,000"
11-18-2021,"200,000"
12-17-2021,"292,500"
12-17-2021,"157,500"
12-17-2021,"140,000"
12-17-2021,"122,500"
12-17-2021,"157,500"
12-17-2021,"225,000"
1-11-2021,"168,750"
1-11-2021,"118,750"
1-11-2021,"71,250"
1-11-2021,"65,000"
1-11-2021,"131,250"
1-11-2021,"118,750"
2-11-2021,"181,250"
2-11-2021,"93,750"
2-11-2021,"63,750"
2-11-2021,"60,000"
2-11-2021,"131,250"
2-11-2021,"112,500"
3-10-2021,"201,000"
3-10-2021,"105,000"
3-10-2021,"80,000"
3-10-2021,"62,500"
3-10-2021,"120,000"
3-10-2021,"120,000"
4-11-2021,"187,500"
4-11-2021,"81,250"
4-11-2021,"48,750"
4-11-2021,"50,000"
4-11-2021,"96,250"
4-11-2021,"100,000"
5-12-2021,"234,500"
5-12-2021,"112,500"
5-12-2021,"87,500"
5-12-2021,"68,750"
5-12-2021,"120,000"
5-12-2021,"180,000"
6-11-2021,"195,000"
6-11-2021,"100,000"
6-11-2021,"85,000"
6-11-2021,"80,000"
6-11-2021,"140,000"
6-11-2021,"230,000"
7-10-2021,"280,000"
7-10-2021,"165,000"
7-10-2021,"118,750"
7-10-2021,"106,250"
7-10-2021,"148,750"
7-10-2021,"240,000"
8-11-2021,"262,500"
8-11-2021,"183,750"
8-11-2021,"135,000"
8-11-2021,"75,000"
8-11-2021,"105,000"
8-11-2021,"183,750"
9-12-2021,"195,000"
9-12-2021,"112,500"
9-12-2021,"35,000"
9-12-2021,"32,500"
9-12-2021,"65,000"
9-12-2021,"100,000"
10-11-2021,"172,500"
10-11-2021,"80,000"
10-11-2021,"60,000"
10-11-2021,"55,000"
10-11-2021,"82,500"
10-11-2021,"140,000"
11-11-2021,"165,000"
11-11-2021,"80,000"
11-11-2021,"69,000"
11-11-2021,"75,000"
11-11-2021,"140,000"
11-11-2021,"202,500"
12-10-2021,"280,000"
12-10-2021,"150,000"
12-10-2021,"135,000"
12-10-2021,"120,000"
12-10-2021,"160,000"
12-10-2021,"225,000"
1-24-2021,"105,000"
1-24-2021,"140,000"
1-24-2021,"140,000"
1-24-2021,"80,000"
1-24-2021,"67,500"
1-24-2021,"160,000"
2-24-2021,"135,000"
2-24-2021,"140,000"
2-24-2021,"140,000"
2-24-2021,"80,000"
2-24-2021,"56,250"
2-24-2021,"130,000"
3-23-2021,"190,000"
3-23-2021,"162,500"
3-23-2021,"192,500"
3-23-2021,"125,000"
3-23-2021,"55,000"
3-23-2021,"150,000"
4-24-2021,"261,250"
4-24-2021,"165,000"
4-24-2021,"195,000"
4-24-2021,"101,250"
4-24-2021,"62,500"
4-24-2021,"195,000"
5-25-2021,"250,000"
5-25-2021,"192,500"
5-25-2021,"192,500"
5-25-2021,"137,500"
5-25-2021,"78,750"
5-25-2021,"315,000"
6-24-2021,"426,250"
6-24-2021,"422,500"
6-24-2021,"520,000"
6-24-2021,"420,000"
6-24-2021,"360,000"
6-24-2021,"735,000"
7-23-2021,"722,500"
7-23-2021,"630,000"
7-23-2021,"585,000"
7-23-2021,"467,500"
7-23-2021,"540,000"
7-23-2021,"630,000"
8-24-2021,"720,000"
8-24-2021,"620,000"
8-24-2021,"455,000"
8-24-2021,"297,500"
8-24-2021,"297,500"
8-24-2021,"187,500"
9-25-2021,"225,000"
9-25-2021,"247,500"
9-25-2021,"125,000"
9-25-2021,"100,000"
9-25-2021,"135,000"
9-25-2021,"112,500"
10-24-2021,"140,000"
10-24-2021,"288,750"
10-24-2021,"175,000"
10-24-2021,"146,250"
10-24-2021,"165,000"
10-24-2021,"210,000"
11-24-2021,"258,750"
11-24-2021,"325,000"
11-24-2021,"213,750"
11-24-2021,"247,500"
11-24-2021,"318,750"
11-24-2021,"440,000"
12-23-2021,"487,500"
12-23-2021,"562,500"
12-23-2021,"385,000"
12-23-2021,"385,000"
12-23-2021,"380,000"
12-23-2021,"488,750"
1-17-2021,"140,000"
1-17-2021,"180,000"
1-17-2021,"180,000"
1-17-2021,"112,500"
1-17-2021,"100,000"
1-17-2021,"202,500"
2-17-2021,"175,000"
2-17-2021,"180,000"
2-17-2021,"180,000"
2-17-2021,"112,500"
2-17-2021,"87,500"
2-17-2021,"168,750"
3-16-2021,"236,250"
3-16-2021,"206,250"
3-16-2021,"240,000"
3-16-2021,"165,000"
3-16-2021,"90,000"
3-16-2021,"157,500"
4-17-2021,"262,500"
4-17-2021,"178,750"
4-17-2021,"206,250"
4-17-2021,"110,000"
4-17-2021,"78,750"
4-17-2021,"210,000"
5-18-2021,"247,500"
5-18-2021,"200,000"
5-18-2021,"200,000"
5-18-2021,"146,250"
5-18-2021,"90,000"
5-18-2021,"373,750"
6-17-2021,"495,000"
6-17-2021,"490,000"
6-17-2021,"595,000"
6-17-2021,"488,750"
6-17-2021,"427,500"
6-17-2021,"825,000"
7-16-2021,"810,000"
7-16-2021,"712,500"
7-16-2021,"665,000"
7-16-2021,"540,000"
7-16-2021,"617,500"
7-16-2021,"715,000"
8-17-2021,"807,500"
8-17-2021,"701,250"
8-17-2021,"525,000"
8-17-2021,"356,250"
8-17-2021,"308,750"
8-17-2021,"210,000"
9-18-2021,"225,000"
9-18-2021,"250,000"
9-18-2021,"135,000"
9-18-2021,"112,500"
9-18-2021,"151,250"
9-18-2021,"120,000"
10-17-2021,"140,000"
10-17-2021,"287,500"
10-17-2021,"180,000"
10-17-2021,"150,000"
10-17-2021,"175,000"
10-17-2021,"220,000"
11-17-2021,"250,000"
11-17-2021,"315,000"
11-17-2021,"210,000"
11-17-2021,"250,000"
11-17-2021,"332,500"
11-17-2021,"510,000"
12-16-2021,"560,000"
12-16-2021,"640,000"
12-16-2021,"450,000"
12-16-2021,"450,000"
12-16-2021,"446,250"
12-16-2021,"562,500"
1-5-2021,"135,000"
1-5-2021,"202,500"
1-5-2021,"142,500"
1-5-2021,"166,250"
1-5-2021,"130,000"
1-5-2021,"166,250"
2-4-2021,"156,250"
2-4-2021,"210,000"
2-4-2021,"148,750"
2-4-2021,"131,250"
2-4-2021,"100,000"
2-4-2021,"157,500"
3-6-2021,"187,500"
3-6-2021,"250,000"
3-6-2021,"135,000"
3-6-2021,"122,500"
3-6-2021,"100,000"
3-6-2021,"140,000"
4-5-2021,"130,000"
4-5-2021,"195,000"
4-5-2021,"118,750"
4-5-2021,"112,500"
4-5-2021,"96,250"
4-5-2021,"165,000"
5-5-2021,"140,000"
5-5-2021,"217,500"
5-5-2021,"143,750"
5-5-2021,"175,000"
5-5-2021,"200,000"
5-5-2021,"337,500"
6-4-2021,"337,500"
6-4-2021,"375,000"
6-4-2021,"300,000"
6-4-2021,"275,000"
6-4-2021,"247,500"
6-4-2021,"495,000"
7-6-2021,"387,500"
7-6-2021,"426,250"
7-6-2021,"462,500"
7-6-2021,"262,500"
7-6-2021,"288,750"
7-6-2021,"520,000"
8-8-2021,"375,000"
8-8-2021,"412,500"
8-8-2021,"462,500"
8-8-2021,"237,500"
8-8-2021,"261,250"
8-8-2021,"435,000"
9-5-2021,"371,250"
9-5-2021,"343,750"
9-5-2021,"405,000"
9-5-2021,"240,000"
9-5-2021,"220,000"
9-5-2021,"312,500"
10-4-2021,"230,000"
10-4-2021,"230,000"
10-4-2021,"236,250"
10-4-2021,"168,750"
10-4-2021,"122,500"
10-4-2021,"236,250"
11-5-2021,"236,250"
11-5-2021,"236,250"
11-5-2021,"360,000"
11-5-2021,"270,000"
11-5-2021,"233,750"
11-5-2021,"406,250"
12-4-2021,"426,250"
12-4-2021,"426,250"
12-4-2021,"405,000"
12-4-2021,"315,000"
12-4-2021,"261,250"
12-4-2021,"471,250"
1-23-2021,"127,500"
1-23-2021,"170,000"
1-23-2021,"170,000"
1-23-2021,"110,000"
1-23-2021,"101,250"
1-23-2021,"170,000"
2-23-2021,"142,500"
2-23-2021,"150,000"
2-23-2021,"150,000"
2-23-2021,"90,000"
2-23-2021,"67,500"
2-23-2021,"140,000"
3-22-2021,"200,000"
3-22-2021,"175,000"
3-22-2021,"175,000"
3-22-2021,"112,500"
3-22-2021,"68,750"
3-22-2021,"162,500"
4-23-2021,"250,000"
4-23-2021,"165,000"
4-23-2021,"192,500"
4-23-2021,"125,000"
4-23-2021,"82,500"
4-23-2021,"227,500"
5-24-2021,"262,500"
5-24-2021,"206,250"
5-24-2021,"220,000"
5-24-2021,"150,000"
5-24-2021,"110,000"
5-24-2021,"262,500"
6-23-2021,"312,500"
6-23-2021,"261,250"
6-23-2021,"261,250"
6-23-2021,"175,000"
6-23-2021,"123,750"
6-23-2021,"367,500"
7-22-2021,"337,500"
7-22-2021,"288,750"
7-22-2021,"261,250"
7-22-2021,"187,500"
7-22-2021,"233,750"
7-22-2021,"297,500"
8-23-2021,"343,750"
8-23-2021,"345,000"
8-23-2021,"247,500"
8-23-2021,"220,000"
8-23-2021,"260,000"
8-23-2021,"262,500"
9-24-2021,"258,750"
9-24-2021,"287,500"
9-24-2021,"191,250"
9-24-2021,"168,750"
9-24-2021,"206,250"
9-24-2021,"255,000"
10-23-2021,"225,000"
10-23-2021,"250,000"
10-23-2021,"146,250"
10-23-2021,"135,000"
10-23-2021,"151,250"
10-23-2021,"195,000"
11-23-2021,"225,000"
11-23-2021,"262,500"
11-23-2021,"168,750"
11-23-2021,"157,500"
11-23-2021,"165,000"
11-23-2021,"255,000"
12-22-2021,"281,250"
12-22-2021,"312,500"
12-22-2021,"191,250"
12-22-2021,"191,250"
12-22-2021,"192,500"
12-22-2021,"270,000"
1-26-2021,"166,250"
1-26-2021,"213,750"
1-26-2021,"213,750"
1-26-2021,"146,250"
1-26-2021,"137,500"
1-26-2021,"213,750"
2-26-2021,"183,750"
2-26-2021,"191,250"
2-26-2021,"191,250"
2-26-2021,"123,750"
2-26-2021,"100,000"
2-26-2021,"180,000"
3-25-2021,"247,500"
3-25-2021,"220,000"
3-25-2021,"220,000"
3-25-2021,"151,250"
3-25-2021,"105,000"
3-25-2021,"206,250"
4-26-2021,"302,500"
4-26-2021,"210,000"
4-26-2021,"240,000"
4-26-2021,"165,000"
4-26-2021,"120,000"
4-26-2021,"281,250"
5-27-2021,"316,250"
5-27-2021,"255,000"
5-27-2021,"270,000"
5-27-2021,"192,500"
5-27-2021,"150,000"
5-27-2021,"318,750"
6-26-2021,"385,000"
6-26-2021,"330,000"
6-26-2021,"330,000"
6-26-2021,"233,750"
6-26-2021,"180,000"
6-26-2021,"450,000"
7-25-2021,"412,500"
7-25-2021,"360,000"
7-25-2021,"330,000"
7-25-2021,"247,500"
7-25-2021,"300,000"
7-25-2021,"375,000"
8-26-2021,"420,000"
8-26-2021,"422,500"
8-26-2021,"315,000"
8-26-2021,"285,000"
8-26-2021,"332,500"
8-26-2021,"337,500"
9-27-2021,"312,500"
9-27-2021,"343,750"
9-27-2021,"237,500"
9-27-2021,"212,500"
9-27-2021,"255,000"
9-27-2021,"308,750"
10-26-2021,"275,000"
10-26-2021,"302,500"
10-26-2021,"187,500"
10-26-2021,"175,000"
10-26-2021,"195,000"
10-26-2021,"281,250"
11-26-2021,"330,000"
11-26-2021,"390,000"
11-26-2021,"270,000"
11-26-2021,"255,000"
11-26-2021,"262,500"
11-26-2021,"375,000"
12-25-2021,"420,000"
12-25-2021,"455,000"
12-25-2021,"300,000"
12-25-2021,"300,000"
12-25-2021,"297,500"
12-25-2021,"393,750"
1-13-2021,"135,000"
1-13-2021,"180,000"
1-13-2021,"180,000"
1-13-2021,"120,000"
1-13-2021,"112,500"
1-13-2021,"180,000"
2-13-2021,"150,000"
2-13-2021,"160,000"
2-13-2021,"160,000"
2-13-2021,"100,000"
2-13-2021,"78,750"
2-13-2021,"150,000"
3-12-2021,"210,000"
3-12-2021,"187,500"
3-12-2021,"187,500"
3-12-2021,"125,000"
3-12-2021,"82,500"
3-12-2021,"175,000"
4-13-2021,"262,500"
4-13-2021,"178,750"
4-13-2021,"206,250"
4-13-2021,"137,500"
4-13-2021,"96,250"
4-13-2021,"245,000"
5-14-2021,"275,000"
5-14-2021,"220,000"
5-14-2021,"233,750"
5-14-2021,"162,500"
5-14-2021,"123,750"
5-14-2021,"280,000"
6-13-2021,"337,500"
6-13-2021,"288,750"
6-13-2021,"288,750"
6-13-2021,"200,000"
6-13-2021,"151,250"
6-13-2021,"402,500"
7-12-2021,"362,500"
7-12-2021,"316,250"
7-12-2021,"288,750"
7-12-2021,"212,500"
7-12-2021,"261,250"
7-12-2021,"332,500"
8-13-2021,"371,250"
8-13-2021,"375,000"
8-13-2021,"275,000"
8-13-2021,"247,500"
8-13-2021,"292,500"
8-13-2021,"297,500"
9-14-2021,"270,000"
9-14-2021,"300,000"
9-14-2021,"202,500"
9-14-2021,"180,000"
9-14-2021,"220,000"
9-14-2021,"270,000"
10-13-2021,"236,250"
10-13-2021,"262,500"
10-13-2021,"157,500"
10-13-2021,"146,250"
10-13-2021,"165,000"
10-13-2021,"245,000"
11-13-2021,"288,750"
11-13-2021,"345,000"
11-13-2021,"233,750"
11-13-2021,"220,000"
11-13-2021,"227,500"
11-13-2021,"332,500"
12-12-2021,"371,250"
12-12-2021,"405,000"
12-12-2021,"261,250"
12-12-2021,"261,250"
12-12-2021,"260,000"
12-12-2021,"350,000"
1-9-2021,"410,000"
1-9-2021,"330,000"
1-9-2021,"247,500"
1-9-2021,"236,250"
1-9-2021,"362,500"
1-9-2021,"330,000"
2-7-2021,"430,000"
2-7-2021,"290,000"
2-7-2021,"232,500"
2-7-2021,"218,750"
2-7-2021,"350,000"
2-7-2021,"280,000"
3-5-2021,"357,000"
3-5-2021,"245,000"
3-5-2021,"181,250"
3-5-2021,"172,500"
3-5-2021,"281,250"
3-5-2021,"253,750"
4-6-2021,"341,250"
4-6-2021,"236,250"
4-6-2021,"168,750"
4-6-2021,"180,000"
4-6-2021,"312,500"
4-6-2021,"310,000"
5-5-2021,"522,500"
5-5-2021,"375,000"
5-5-2021,"326,250"
5-5-2021,"303,750"
5-5-2021,"385,000"
5-5-2021,"480,000"
6-7-2021,"577,500"
6-7-2021,"400,000"
6-7-2021,"387,500"
6-7-2021,"375,000"
6-7-2021,"487,500"
6-7-2021,"647,500"
7-5-2021,"747,500"
7-5-2021,"540,000"
7-5-2021,"453,750"
7-5-2021,"426,250"
7-5-2021,"520,000"
7-5-2021,"682,500"
8-6-2021,"731,250"
8-6-2021,"540,000"
8-6-2021,"453,750"
8-6-2021,"348,750"
8-6-2021,"412,500"
8-6-2021,"555,000"
9-5-2021,"563,750"
9-5-2021,"412,500"
9-5-2021,"290,000"
9-5-2021,"280,000"
9-5-2021,"350,000"
9-5-2021,"440,000"
10-7-2021,"536,250"
10-7-2021,"360,000"
10-7-2021,"303,750"
10-7-2021,"292,500"
10-7-2021,"357,500"
10-7-2021,"465,000"
11-6-2021,"508,750"
11-6-2021,"337,500"
11-6-2021,"312,750"
11-6-2021,"412,500"
11-6-2021,"507,500"
11-6-2021,"618,750"
12-5-2021,"752,500"
12-5-2021,"525,000"
12-5-2021,"495,000"
12-5-2021,"465,000"
12-5-2021,"542,500"
12-5-2021,"656,250"
1-6-2021,"323,750"
1-6-2021,"253,750"
1-6-2021,"181,250"
1-6-2021,"172,500"
1-6-2021,"281,250"
1-6-2021,"253,750"
2-4-2021,"341,250"
2-4-2021,"218,750"
2-4-2021,"168,750"
2-4-2021,"157,500"
2-4-2021,"270,000"
2-4-2021,"210,000"
3-2-2021,"276,000"
3-2-2021,"180,000"
3-2-2021,"125,000"
3-2-2021,"118,750"
3-2-2021,"210,000"
3-2-2021,"187,500"
4-3-2021,"262,500"
4-3-2021,"172,500"
4-3-2021,"115,000"
4-3-2021,"125,000"
4-3-2021,"236,250"
4-3-2021,"236,250"
5-2-2021,"425,250"
5-2-2021,"292,500"
5-2-2021,"250,000"
5-2-2021,"230,000"
5-2-2021,"300,000"
5-2-2021,"385,000"
6-4-2021,"475,000"
6-4-2021,"315,000"
6-4-2021,"337,500"
6-4-2021,"325,000"
6-4-2021,"422,500"
6-4-2021,"577,500"
7-2-2021,"682,500"
7-2-2021,"480,000"
7-2-2021,"398,750"
7-2-2021,"371,250"
7-2-2021,"455,000"
7-2-2021,"612,500"
8-3-2021,"666,250"
8-3-2021,"480,000"
8-3-2021,"398,750"
8-3-2021,"303,750"
8-3-2021,"357,500"
8-3-2021,"495,000"
9-2-2021,"508,750"
9-2-2021,"362,500"
9-2-2021,"187,500"
9-2-2021,"180,000"
9-2-2021,"240,000"
9-2-2021,"315,000"
10-4-2021,"393,750"
10-4-2021,"245,000"
10-4-2021,"201,250"
10-4-2021,"192,500"
10-4-2021,"247,500"
10-4-2021,"337,500"
11-3-2021,"371,250"
11-3-2021,"227,500"
11-3-2021,"238,000"
11-3-2021,"390,000"
11-3-2021,"468,750"
11-3-2021,"543,750"
12-2-2021,"682,500"
12-2-2021,"465,000"
12-2-2021,"435,000"
12-2-2021,"405,000"
12-2-2021,"472,500"
12-2-2021,"581,250"
1-13-2021,"271,250"
1-13-2021,"201,250"
1-13-2021,"143,750"
1-13-2021,"127,500"
1-13-2021,"213,750"
1-13-2021,"201,250"
2-11-2021,"288,750"
2-11-2021,"166,250"
2-11-2021,"131,250"
2-11-2021,"112,500"
2-11-2021,"202,500"
2-11-2021,"165,000"
3-9-2021,"231,000"
3-9-2021,"135,000"
3-9-2021,"95,000"
3-9-2021,"81,250"
3-9-2021,"150,000"
3-9-2021,"142,500"
4-10-2021,"217,500"
4-10-2021,"127,500"
4-10-2021,"85,000"
4-10-2021,"87,500"
4-10-2021,"168,750"
4-10-2021,"183,750"
5-9-2021,"357,750"
5-9-2021,"225,000"
5-9-2021,"190,000"
5-9-2021,"170,000"
5-9-2021,"225,000"
5-9-2021,"302,500"
6-11-2021,"400,000"
6-11-2021,"247,500"
6-11-2021,"262,500"
6-11-2021,"250,000"
6-11-2021,"325,000"
6-11-2021,"472,500"
7-9-2021,"585,000"
7-9-2021,"390,000"
7-9-2021,"316,250"
7-9-2021,"288,750"
7-9-2021,"357,500"
7-9-2021,"507,500"
8-10-2021,"568,750"
8-10-2021,"390,000"
8-10-2021,"316,250"
8-10-2021,"236,250"
8-10-2021,"275,000"
8-10-2021,"405,000"
9-9-2021,"426,250"
9-9-2021,"287,500"
9-9-2021,"118,750"
9-9-2021,"112,500"
9-9-2021,"157,500"
9-9-2021,"220,000"
10-11-2021,"290,000"
10-11-2021,"165,000"
10-11-2021,"127,500"
10-11-2021,"120,000"
10-11-2021,"160,000"
10-11-2021,"210,000"
11-10-2021,"236,250"
11-10-2021,"125,000"
11-10-2021,"155,750"
11-10-2021,"325,000"
11-10-2021,"380,000"
11-10-2021,"460,000"
12-9-2021,"618,750"
12-9-2021,"406,250"
12-9-2021,"373,750"
12-9-2021,"341,250"
12-9-2021,"393,750"
12-9-2021,"500,000"
1-22-2021,"200,000"
1-22-2021,"120,000"
1-22-2021,"90,000"
1-22-2021,"52,500"
1-22-2021,"100,000"
1-22-2021,"120,000"
2-22-2021,"220,000"
2-22-2021,"80,000"
2-22-2021,"75,000"
2-22-2021,"43,750"
2-22-2021,"100,000"
2-22-2021,"120,000"
3-21-2021,"234,000"
3-21-2021,"101,250"
3-21-2021,"87,500"
3-21-2021,"40,000"
3-21-2021,"82,500"
3-21-2021,"112,500"
4-22-2021,"213,750"
4-22-2021,"78,750"
4-22-2021,"70,000"
4-22-2021,"45,000"
4-22-2021,"62,500"
4-22-2021,"100,000"
5-23-2021,"260,000"
5-23-2021,"101,250"
5-23-2021,"80,000"
5-23-2021,"50,000"
5-23-2021,"75,000"
5-23-2021,"151,250"
6-22-2021,"210,000"
6-22-2021,"96,250"
6-22-2021,"67,500"
6-22-2021,"60,000"
6-22-2021,"100,000"
6-22-2021,"206,250"
7-21-2021,"300,000"
7-21-2021,"157,500"
7-21-2021,"110,000"
7-21-2021,"90,000"
7-21-2021,"125,000"
7-21-2021,"233,750"
8-22-2021,"287,500"
8-22-2021,"157,500"
8-22-2021,"110,000"
8-22-2021,"100,000"
8-22-2021,"112,500"
8-22-2021,"220,000"
9-23-2021,"262,500"
9-23-2021,"146,250"
9-23-2021,"78,750"
9-23-2021,"70,000"
9-23-2021,"90,000"
9-23-2021,"137,500"
10-22-2021,"247,500"
10-22-2021,"123,750"
10-22-2021,"78,750"
10-22-2021,"67,500"
10-22-2021,"82,500"
10-22-2021,"151,250"
11-22-2021,"212,500"
11-22-2021,"110,000"
11-22-2021,"99,000"
11-22-2021,"110,000"
11-22-2021,"113,750"
11-22-2021,"192,500"
12-21-2021,"341,250"
12-21-2021,"178,750"
12-21-2021,"151,250"
12-21-2021,"112,500"
12-21-2021,"135,000"
12-21-2021,"211,250"
1-20-2021,"217,500"
1-20-2021,"157,500"
1-20-2021,"105,000"
1-20-2021,"93,750"
1-20-2021,"170,000"
1-20-2021,"157,500"
2-18-2021,"232,500"
2-18-2021,"127,500"
2-18-2021,"95,000"
2-18-2021,"81,250"
2-18-2021,"160,000"
2-18-2021,"125,000"
3-16-2021,"180,000"
3-16-2021,"100,000"
3-16-2021,"63,750"
3-16-2021,"55,000"
3-16-2021,"113,750"
3-16-2021,"106,250"
4-17-2021,"168,750"
4-17-2021,"93,750"
4-17-2021,"56,250"
4-17-2021,"60,000"
4-17-2021,"130,000"
4-17-2021,"142,500"
5-16-2021,"298,000"
5-16-2021,"180,000"
5-16-2021,"148,750"
5-16-2021,"131,250"
5-16-2021,"180,000"
5-16-2021,"250,000"
6-18-2021,"337,500"
6-18-2021,"200,000"
6-18-2021,"213,750"
6-18-2021,"202,500"
6-18-2021,"270,000"
6-18-2021,"406,250"
7-16-2021,"510,000"
7-16-2021,"330,000"
7-16-2021,"262,500"
7-16-2021,"237,500"
7-16-2021,"300,000"
7-16-2021,"438,750"
8-17-2021,"495,000"
8-17-2021,"330,000"
8-17-2021,"262,500"
8-17-2021,"190,000"
8-17-2021,"225,000"
8-17-2021,"343,750"
9-16-2021,"362,500"
9-16-2021,"236,250"
9-16-2021,"85,000"
9-16-2021,"80,000"
9-16-2021,"120,000"
9-16-2021,"175,000"
10-18-2021,"236,250"
10-18-2021,"125,000"
10-18-2021,"93,750"
10-18-2021,"87,500"
10-18-2021,"122,500"
10-18-2021,"166,250"
11-17-2021,"187,500"
11-17-2021,"90,000"
11-17-2021,"118,500"
11-17-2021,"270,000"
11-17-2021,"318,750"
11-17-2021,"393,750"
12-16-2021,"542,500"
12-16-2021,"345,000"
12-16-2021,"315,000"
12-16-2021,"285,000"
12-16-2021,"332,500"
12-16-2021,"431,250"
1-23-2021,"162,500"
1-23-2021,"112,500"
1-23-2021,"67,500"
1-23-2021,"60,000"
1-23-2021,"122,500"
1-23-2021,"112,500"
2-21-2021,"175,000"
2-21-2021,"87,500"
2-21-2021,"60,000"
2-21-2021,"50,000"
2-21-2021,"113,750"
2-21-2021,"85,000"
3-19-2021,"129,000"
3-19-2021,"65,000"
3-19-2021,"35,000"
3-19-2021,"40,000"
3-19-2021,"87,500"
3-19-2021,"87,500"
4-20-2021,"150,000"
4-20-2021,"75,000"
4-20-2021,"45,000"
4-20-2021,"45,000"
4-20-2021,"100,000"
4-20-2021,"120,000"
5-19-2021,"268,000"
5-19-2021,"150,000"
5-19-2021,"122,500"
